task,dataset,network_type,network_depth,network_activation,accuracy_pct,accuracy,loss,lr,global_step,datetime
elementwise_add,many_hot,dense_residual,2,selu,17.0%,0.17480859,0.41349596,0.01,1000,2018-11-08 20:42:42
equality,many_hot,dense_residual,2,selu,17.0%,0.16804883,0.38561657,0.01,1000,2018-11-08 20:46:17
almost_equal,many_hot,dense_residual,2,selu,15.0%,0.15453711,0.65946746,0.009999993,30000,2018-11-08 20:50:53
logical_and,many_hot,dense_residual,2,selu,23.0%,0.23052149,0.31967282,0.009999991,30000,2018-11-08 20:55:30
logical_or,many_hot,dense_residual,2,selu,24.0%,0.2407207,0.3545544,0.009999991,1000,2018-11-08 20:59:07
logical_xor,many_hot,dense_residual,2,selu,18.0%,0.1750957,0.419496,0.01,1000,2018-11-08 21:02:45
reduce_sum,random,dense_residual,3,selu,5.0%,0.0515,32.268303,0.01,1000,2018-11-08 21:05:34
reduce_max,random,dense_residual,3,selu,58.0%,0.582,0.026925877,0.01,1000,2018-11-08 21:08:24
concat,random,dense_residual,3,selu,17.0%,0.1669834,0.46246332,0.001,1000,2018-11-08 21:11:44
dot,random,dense_residual,3,selu,3.0%,0.03175,14.080861,0.001,1000,2018-11-08 21:15:03
elementwise_mul,random,dense_residual,3,selu,36.0%,0.36285743,0.13849679,0.01,1000,2018-11-08 21:18:13
one_hot_sum,random,dense_residual,3,selu,98.0%,0.9808457,0.0072266157,0.01,1000,2018-11-08 21:19:39
elementwise_add,random,dense_residual,3,selu,15.0%,0.14856641,0.68258184,0.001,1000,2018-11-08 21:23:21
equality,random,dense_residual,3,selu,100.0%,1.0,0.00033234752,0.01,1000,2018-11-08 21:24:21
almost_equal,random,dense_residual,3,selu,100.0%,0.99717575,0.0025741998,0.01,1000,2018-11-08 21:24:31
logical_and,random,dense_residual,3,selu,55.0%,0.5484766,0.030502735,0.01,1000,2018-11-08 21:27:45
logical_or,random,dense_residual,3,selu,61.0%,0.6087949,0.025780233,0.01,1000,2018-11-08 21:31:00
logical_xor,random,dense_residual,3,selu,100.0%,0.9999668,0.0008220378,0.01,800,2018-11-08 21:31:09
reduce_sum,random_pos,dense_residual,3,selu,3.0%,0.033,34.20601,0.01,1000,2018-11-08 21:34:06
reduce_max,random_pos,dense_residual,3,selu,79.0%,0.7935,0.015603805,0.01,1000,2018-11-08 21:37:03
concat,random_pos,dense_residual,3,selu,17.0%,0.16811328,0.4571305,0.001,1000,2018-11-08 21:40:32
dot,random_pos,dense_residual,3,selu,4.0%,0.03925,14.373127,1e-06,1000,2018-11-08 21:43:59
elementwise_mul,random_pos,dense_residual,3,selu,36.0%,0.36333594,0.13932277,0.01,1000,2018-11-08 21:47:50
one_hot_sum,random_pos,dense_residual,3,selu,98.0%,0.98194534,0.0072012213,0.01,1000,2018-11-08 21:49:17
elementwise_add,random_pos,dense_residual,3,selu,15.0%,0.14941797,0.68010026,0.001,1000,2018-11-08 21:53:09
equality,random_pos,dense_residual,3,selu,100.0%,0.9985645,0.0017989385,0.01,700,2018-11-08 21:54:10
almost_equal,random_pos,dense_residual,3,selu,100.0%,0.9973535,0.0026681789,0.01,900,2018-11-08 21:54:20
logical_and,random_pos,dense_residual,3,selu,60.0%,0.60420704,0.027603077,0.01,1000,2018-11-08 21:57:42
logical_or,random_pos,dense_residual,3,selu,52.0%,0.515584,0.035409488,0.01,1000,2018-11-08 22:01:06
logical_xor,random_pos,dense_residual,3,selu,100.0%,0.99999607,0.0005939845,0.01,900,2018-11-08 22:01:16
reduce_sum,one_hot,dense_residual,3,selu,47.0%,0.46625,0.057613485,0.0001,1000,2018-11-08 22:04:36
reduce_max,one_hot,dense_residual,3,selu,51.0%,0.51225,0.025265576,0.01,1000,2018-11-08 22:07:17
concat,one_hot,dense_residual,3,selu,90.0%,0.8964756,0.015510871,0.01,300,2018-11-08 22:09:59
dot,one_hot,dense_residual,3,selu,99.0%,0.99325,0.0071002287,0.01,100,2018-11-08 22:10:16
elementwise_mul,one_hot,dense_residual,3,selu,99.0%,0.99184376,0.003204756,0.01,100,2018-11-08 22:10:34
one_hot_sum,one_hot,dense_residual,3,selu,98.0%,0.9759961,0.007049192,0.01,1000,2018-11-08 22:15:25
elementwise_add,one_hot,dense_residual,3,selu,82.0%,0.82254493,0.020635989,0.01,1000,2018-11-08 22:20:19
equality,one_hot,dense_residual,3,selu,72.0%,0.7151172,0.025150966,0.009999993,1200,2018-11-08 22:23:17
almost_equal,one_hot,dense_residual,3,selu,89.0%,0.88572264,0.01638112,0.009999991,3100,2018-11-08 22:26:20
logical_and,one_hot,dense_residual,3,selu,99.0%,0.9917578,0.0031594383,0.009999991,100,2018-11-08 22:26:38
logical_or,one_hot,dense_residual,3,selu,83.0%,0.8256016,0.0209814,0.01,1000,2018-11-08 22:31:39
logical_xor,one_hot,dense_residual,3,selu,82.0%,0.8241816,0.021200176,0.01,1000,2018-11-08 22:36:37
reduce_max,many_hot,dense_residual,3,selu,26.0%,0.26375,0.24496695,0.0001,1000,2018-11-08 22:43:54
concat,many_hot,dense_residual,3,selu,10.0%,0.09794531,1.2385908,1e-06,1000,2018-11-08 22:48:24
elementwise_mul,many_hot,dense_residual,3,selu,15.0%,0.1471543,0.6268894,0.001,1000,2018-11-08 22:57:37
one_hot_sum,many_hot,dense_residual,3,selu,14.0%,0.13978711,0.36540875,0.01,1000,2018-11-08 23:02:12
elementwise_add,many_hot,dense_residual,3,selu,9.0%,0.09482812,1.2552042,0.001,1000,2018-11-08 23:07:56
equality,many_hot,dense_residual,3,selu,14.0%,0.14441407,0.5310358,0.001,1000,2018-11-08 23:13:40
almost_equal,many_hot,dense_residual,3,selu,14.0%,0.13832422,0.5446374,0.001,1000,2018-11-08 23:19:25
logical_and,many_hot,dense_residual,3,selu,15.0%,0.14793554,0.66301084,0.01,1000,2018-11-08 23:25:11
logical_or,many_hot,dense_residual,3,selu,13.0%,0.13083984,0.8032821,0.001,1000,2018-11-08 23:30:59
logical_xor,many_hot,dense_residual,3,selu,14.0%,0.14347851,0.60691077,0.001,1000,2018-11-08 23:35:43
task,dataset,network_type,network_depth,network_activation,accuracy_pct,accuracy,loss,lr,global_step,datetime
reduce_sum,random,multiply_simple,1,linear,1.0%,0.015,81.3893,0.001,1000,2018-11-09 12:00:39
reduce_max,random,multiply_simple,1,linear,100.0%,1.0,7.622321e-05,0.01,1000,2018-11-09 12:01:16
concat,random,multiply_simple,1,linear,16.0%,0.1584834,0.33537647,0.0010000006,30000,2018-11-09 12:02:49
dot,random,multiply_simple,1,linear,100.0%,1.0,2.3002077e-10,0.01,1000,2018-11-09 12:03:25
elementwise_mul,random,multiply_simple,1,linear,100.0%,1.0,2.897593e-16,0.01,1000,2018-11-09 12:03:31
one_hot_sum,random,multiply_simple,1,linear,99.0%,0.9949785,0.005246784,0.01,100,2018-11-09 12:03:37
elementwise_add,random,multiply_simple,1,linear,15.0%,0.15147656,0.6709805,0.001,1000,2018-11-09 12:05:04
equality,random,multiply_simple,1,linear,100.0%,1.0,1.714019e-12,0.001,1000,2018-11-09 12:05:10
almost_equal,random,multiply_simple,1,linear,100.0%,0.9989121,0.001129344,0.001,1000,2018-11-09 12:05:16
logical_and,random,multiply_simple,1,linear,100.0%,1.0,4.4408923e-19,0.01,1000,2018-11-09 12:05:54
logical_or,random,multiply_simple,1,linear,100.0%,1.0,4.2327253e-19,0.01,1000,2018-11-09 12:06:00
logical_xor,random,multiply_simple,1,linear,100.0%,1.0,5.312405e-05,0.01,100,2018-11-09 12:06:05
reduce_sum,random_pos,multiply_simple,1,linear,1.0%,0.01325,87.35983,1.0000001e-06,30000,2018-11-09 12:07:32
reduce_max,random_pos,multiply_simple,1,linear,100.0%,1.0,6.812016e-05,0.01,1000,2018-11-09 12:08:09
concat,random_pos,multiply_simple,1,linear,16.0%,0.15834668,0.3356636,0.0010000006,30000,2018-11-09 12:09:40
dot,random_pos,multiply_simple,1,linear,100.0%,1.0,3.1529937e-10,0.01,1000,2018-11-09 12:10:16
elementwise_mul,random_pos,multiply_simple,1,linear,100.0%,1.0,2.9330215e-16,0.01,1000,2018-11-09 12:10:22
one_hot_sum,random_pos,multiply_simple,1,linear,100.0%,0.99513865,0.0053214924,0.01,100,2018-11-09 12:10:27
elementwise_add,random_pos,multiply_simple,1,linear,15.0%,0.15137695,0.6701085,0.001,1000,2018-11-09 12:11:52
equality,random_pos,multiply_simple,1,linear,100.0%,1.0,1.448755e-12,0.001,1000,2018-11-09 12:11:58
almost_equal,random_pos,multiply_simple,1,linear,100.0%,0.9990625,0.0009786077,0.001,1000,2018-11-09 12:12:04
logical_and,random_pos,multiply_simple,1,linear,100.0%,1.0,7.4940056e-19,0.01,1000,2018-11-09 12:12:41
logical_or,random_pos,multiply_simple,1,linear,100.0%,1.0,4.926615e-19,0.01,1000,2018-11-09 12:12:47
logical_xor,random_pos,multiply_simple,1,linear,100.0%,1.0,4.991084e-05,0.01,100,2018-11-09 12:12:53
reduce_sum,one_hot,multiply_simple,1,linear,100.0%,0.998,0.000221633,0.01,1000,2018-11-09 12:13:10
reduce_max,one_hot,multiply_simple,1,linear,100.0%,0.99875,0.00011906684,0.01,1000,2018-11-09 12:13:26
concat,one_hot,multiply_simple,1,linear,99.0%,0.9921416,0.007915631,0.01,100,2018-11-09 12:13:42
dot,one_hot,multiply_simple,1,linear,99.0%,0.9855,0.013135435,1.0,100,2018-11-09 12:16:36
elementwise_mul,one_hot,multiply_simple,1,linear,100.0%,0.99987304,0.00025913955,1e-06,100,2018-11-09 12:17:09
one_hot_sum,one_hot,multiply_simple,1,linear,100.0%,0.9963633,0.003738643,1e-06,100,2018-11-09 12:17:25
elementwise_add,one_hot,multiply_simple,1,linear,98.0%,0.98450196,0.015634352,9.999989e-05,30000,2018-11-09 12:20:51
equality,one_hot,multiply_simple,1,linear,98.0%,0.98413086,0.01530743,0.01,1000,2018-11-09 12:24:20
almost_equal,one_hot,multiply_simple,1,linear,98.0%,0.98437697,0.01534792,0.009999993,30000,2018-11-09 12:26:33
logical_and,one_hot,multiply_simple,1,linear,100.0%,0.9998613,0.00026734592,0.009999993,100,2018-11-09 12:26:50
logical_or,one_hot,multiply_simple,1,linear,98.0%,0.9844961,0.015285781,9.999989e-05,30000,2018-11-09 12:30:31
logical_xor,one_hot,multiply_simple,1,linear,98.0%,0.9846328,0.015169309,9.999984e-05,30000,2018-11-09 12:34:03
reduce_sum,many_hot,multiply_simple,1,linear,3.0%,0.02825,31.959253,1.0,1000,2018-11-09 12:38:08
reduce_max,many_hot,multiply_simple,1,linear,64.0%,0.63525,0.026479118,1.0,1000,2018-11-09 12:39:50
concat,many_hot,multiply_simple,1,linear,25.0%,0.24964355,0.16892631,0.0010000006,30000,2018-11-09 12:43:35
dot,many_hot,multiply_simple,1,linear,100.0%,1.0,0.0003071372,1.0,1000,2018-11-09 12:46:11
elementwise_mul,many_hot,multiply_simple,1,linear,100.0%,1.0,8.4146174e-09,0.01,1000,2018-11-09 12:48:08
one_hot_sum,many_hot,multiply_simple,1,linear,98.0%,0.9823379,0.0044160793,0.0010000006,30000,2018-11-09 12:51:15
elementwise_add,many_hot,multiply_simple,1,linear,24.0%,0.2356582,0.18866989,0.01,1000,2018-11-09 12:54:40
equality,many_hot,multiply_simple,1,linear,25.0%,0.24923243,0.1688498,0.0010000006,30000,2018-11-09 12:57:58
almost_equal,many_hot,multiply_simple,1,linear,25.0%,0.2500293,0.16889688,0.0010000016,30000,2018-11-09 13:01:13
logical_and,many_hot,multiply_simple,1,linear,100.0%,1.0,1.0535505e-08,0.01,1000,2018-11-09 13:03:08
logical_or,many_hot,multiply_simple,1,linear,25.0%,0.24976367,0.16893756,0.0010000006,30000,2018-11-09 13:06:25
logical_xor,many_hot,multiply_simple,1,linear,25.0%,0.24985157,0.1691247,0.0010000016,30000,2018-11-09 13:09:45
